12,03/05/2020 - 510669,ONUR BAKALÝT VE METAL SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,KAHRAMANMARAÞ,Yerli Sermaye,ÝMALAT - B.Y.S. METAL EÞYA ÝMALATI,TEVSÝ,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, KDV Ýstisnasý, Faiz Desteði",Metal Kulp 2.945.000 KG/YIL,2.342.500,0,5
13,03/05/2020 - 510670,FSM DENTAL MEDÝKAL MAKÝNA SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ANKARA,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",TIBBÝ VE CERRAHÝ MASKE ÜRETÝMÝ 400.000.000 ADET/YIL,1.877.289,150.722,45
14,03/05/2020 - 510671,GOLDEN ÝPLÝK SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý",KOLÝ BANDI 12.000.000 ADET/YIL,1.558.434,180.000,10
15,03/05/2020 - 510672,KONERDEM GIDA PLASTÝK SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KONYA,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,TEVSÝ,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Plastikten sofra eþyasý, mutfak eþyasý, diðer ev eþyasý ve tuvalet eþyasý 3.242 TON/YIL",2.900.000,135.000,10
16,03/05/2020 - 510673,PRUVAPLAST AMBALAJ SANAYÝ TÝCARET LÝMÝTED ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Plastikten damacana, þiþe, matara ve benzeri eþyalar 2.300.000 ADET/YIL",2.300.000,190.000,8
17,03/05/2020 - 510674,ASRIN PLASTÝK VE KALIP SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - PLASTÝK ÜRÜNLERÝ ÝMALATI,TEVSÝ,GENEL,"Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Plastiklerden kutu, kasa, sandýk ve benzeri eþyalar 1.383 TON/YIL, Plastikten sofra eþyasý, mutfak eþyasý, diðer ev eþyasý ve tuvalet eþyasý 44 TON/YIL",1.812.572,248.000,2
18,03/05/2020 - 510675,ÝLSAN TEKSTÝL SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,MERSÝN,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"Elektrik enerjisi üretimi - GES {çatý} 1,90 MW",6.750.000,0,3
19,03/05/2020 - 510676,KÝMTEKS TEKSTÝL ÝNÞAAT TÝCARET VE SANAYÝ ANONÝM ÞÝRKETÝ,ADANA,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"4010.0.01 - Elektrik enerjisi üretimi {Çatý GES} 2,30 MW",9.077.460,0,
20,03/05/2020 - 510677,UÐUR MERMER SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KÜTAHYA,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"4010.0.01 - Elektrik enerjisi üretimi {GES} 0,50 MW",1.993.010,0,
21,03/05/2020 - 510678,TRÝMES MÜHENDÝSLÝK SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ANKARA,Yerli Sermaye,ÝMALAT - SÝLAH VE MÜHÝMMAT ÝMALATI,ÜRÜN ÇEÞÝTLENDÝRME,BÖLGESEL,"KDV Ýstisnasý, Vergi Ýndirimi %70, YKO %30, Gümrük Vergisi Muafiyeti, Sigorta Primi Ýþveren Hissesi 6 Yýl",Top Namlusu Dengeleme Sistemi 50 ADET,2.691.050,388.369,4
22,03/05/2020 - 510679,SAM MAKÝNA SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KARAMAN,Yerli Sermaye,"ÝMALAT - GIDA, ÝÇECEK VE TÜTÜN ÝÞLEYEN MAKÝNELERÝN ÝMALATI",TEVSÝ,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý, Faiz Desteði","Þekerleme, kakao veya çikolata imaline özgü muhtelif makine ve cihazlar 216 ADET/YIL, Paketleme Makinesi 63 ADET/YIL, Muhtelif Metal Þekillendirme ve Kaynak Ýþleri 250.000 KG/YIL",6.400.000,465.000,12
23,04/05/2020 - 510680,MÝDYAT SEVÝM TEKSTÝL ENERJÝ TURÝZM ÝNÞAAT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÞIRNAK,Yerli Sermaye,"ÝMALAT - KÜRK HARÝÇ, GÝYÝM EÞYASI ÝMALATI",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Yatýrým Yeri Tahsisi, Faiz Desteði","1810.4.10 - Tiþört, fanila, atlet ve diðer iç giyim eþyasý {örme} 1.500.000 ADET/YIL",3.138.400,0,230
24,04/05/2020 - 510681,SANKO TEKSTÝL ÝÞLETMELERÝ SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,BURSA,Yerli Sermaye,ÝMALAT - BAÞKA YERDE SINIFLANDIRILMAMIÞ TEKSTÝL ÜRÜNLERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 3 Yýl, Vergi Ýndirimi %55, YKO %20, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý",TIBBÝ MASKE 4.600.000 ADET/GÜN,14.994.876,0,200
25,04/05/2020 - 510682,ALESTA YENÝLENEBÝLÝR ENERJÝ ÝTHALAT ÝHRACAT SANAYÝ TÝCARET LÝMÝTED ÞÝRKETÝ,ÞANLIURFA,Yerli Sermaye,ÝMALAT - METAL OLMAYAN ATIK VE HURDALARIN YENÝDEN DEÐERLENDÝRÝLMESÝ,KOMPLE YENÝ YATIRIM,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 12 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %55, KDV Ýstisnasý, Faiz Desteði",Yeniden deðerlendirilmiþ metal olmayan atýk ve hurdalar 5.000 TON/YIL,4.315.000,0,30
26,04/05/2020 - 510683,TÜRK DEMÝR DÖKÜM FABRÝKALARI ANONÝM ÞÝRKETÝ,BÝLECÝK,Yabancý Sermaye,ÝMALAT - B.Y.S. EV ALETLERÝ ÝMALATI,MODERNÝZASYON,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, KDV Ýstisnasý, Faiz Desteði","Kombi 200.000 ADET/YIL, Þofben 213.750 ADET/YIL, Termosifon 190.000 ADET/YIL, Termoboyler 3.000 ADET/YIL",54.300.000,0,10
27,04/05/2020 - 510684,ÇAMSAN ORDU AÐAÇ SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,ORDU,Yerli Sermaye,"HÝZMETLER - OTELLER, MOTELLER, PANSÝYONLAR, KAMPLAR VE DÝÐER KONAKLAMA YERLERÝ",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, KDV Ýstisnasý, Faiz Desteði","3 Yýldýzlý Otel 12 ODA, 27 YATAK",13.771.717,0,7
28,04/05/2020 - 510685,DEFNE ENERJÝ YATIRIM SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,BOLU,Yerli Sermaye,ÝMALAT - METAL OLMAYAN ATIK VE HURDALARIN YENÝDEN DEÐERLENDÝRÝLMESÝ,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",HAYVANSAL ATIKLARIN GERÝ KAZANIMINDAN BÝYOGAZ ELDE EDÝLMESÝ 23.000 TON/YIL,28.000.000,2.387.102,25
29,04/05/2020 - 510686,KARAMAN DEÐÝÞÝM EÐÝTÝM HÝZMETLERÝ LÝMÝTED ÞÝRKETÝ,KARAMAN,Yerli Sermaye,HÝZMETLER - ÝLKÖÐRETÝM HÝZMETLERÝ,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, KDV Ýstisnasý, Faiz Desteði",ÝLKOKUL EÐÝTÝM HÝZMETLERÝ 336 ÖÐRENCÝ,3.100.000,0,30
30,04/05/2020 - 510687,ZSR PATLAYICI SANAYÝ ANONÝM ÞÝRKETÝ,BALIKESÝR,Yerli Sermaye,ÝMALAT - SÝLAH VE MÜHÝMMAT ÝMALATI,TEVSÝ,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý, Faiz Desteði","9x19 mm Tabanca Fiþeði 46.000.000 ADET/YIL, 5,56 mm Makinalý Tüfek Mühimmatý 57.600.000 ADET/YIL, 7,62 mm Makinalý Mühimmatý 115.200.000 ADET/YIL, 12,7 mm Makinalý Tüfek Mühimmatý 9.600.000 ADET/YIL, 5,4 Boxer Kapsül 180.000.000 ADET/YIL",396.002.643,25.589.912,150
31,05/05/2020 - 510688,BALOÐLU GIDA TARIM ÜRÜNLERÝ AKARYAKIT MOTORLU ARAÇLAR SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,MANÝSA,Yerli Sermaye,ÝMALAT - BAÞKA YERDE SINIFLANDIRILMAMIÞ GIDA MADDELERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, KDV Ýstisnasý, Faiz Desteði, Gümrük Vergisi Muafiyeti","KONSERVE SEBZE, MUHTELÝF SEBZE BAZLI SOSLAR, BAHARATLAR, MAYONEZ BAZLI SOSLAR, ÇEÞNÝLER 8.000 TON/YIL",10.813.393,92.030,20
32,05/05/2020 - 510689,BEYAZGRUP SAÐLIK ÜRÜNLERÝ ÝMALAT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ANKARA,Yerli Sermaye,ÝMALAT - TIBBÝ VE CERRAHÝ TEÇHÝZAT ÝLE ORTOPEDÝK ARAÇLARIN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Gümrük Vergisi Muafiyeti, Faiz Desteði, KDV Ýstisnasý",Kiþisel Koruyucu Tek Kullanýmlýk Maske 5.000.000 ADET/YIL,2.215.522,173.000,15
33,05/05/2020 - 510690,NTA MADENCÝLÝK NAKLÝYAT OTOMOTÝV ÝNÞAAT PETROLCÜLÜK ÝÇ VE DIÞ TÝCARET ANONÝM ÞÝRKETÝ,ESKÝÞEHÝR,Yabancý Sermaye,MADENCÝLÝK - TURBA MADENCÝLÝÐÝ,KOMPLE YENÝ YATIRIM,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"Sigorta Primi Ýþveren Hissesi 7 Yýl, Vergi Ýndirimi %80, YKO %40, Faiz Desteði, KDV Ýstisnasý",1030.0.00 - Turba {IR 201700912} 462.000 TON/YIL,6.022.000,0,20
34,05/05/2020 - 510691,TMT ELEKTRONÝK SÝSTEMLERÝ SANAYÝ ANONÝM ÞÝRKETÝ,TEKÝRDAÐ,Yerli Sermaye,ÝMALAT - ELEKTRONÝK VALF VE ELEKTRON TÜPLERÝ ÝLE DÝÐER ELEKTRONÝK PARÇALARIN ÝMALATI,TEVSÝ,BÖLGESEL - ÖNCELÝKLÝ YATIRIM,"KDV Ýstisnasý, Vergi Ýndirimi %80, YKO %40, Sigorta Primi Ýþveren Hissesi 7 Yýl, Faiz Desteði, Gümrük Vergisi Muafiyeti",Elemanlarý dizili baskýlý devre kartý{LED aydýnlatma için modül} 104.960.000 ADET/YIL,9.369.599,729.300,15
35,05/05/2020 - 510692,TSA MADEN ÝNÞAAT SANAYÝ TURÝZM VE TÝCARET ANONÝM ÞÝRKETÝ,GÜMÜÞHANE,Yerli Sermaye,"MADENCÝLÝK - KUM, KÝL VE TAÞOCAKÇILIÐI",KOMPLE YENÝ YATIRIM,BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl",1410.1.08 - Volkanik Tras { Pozalan } Öðütme 50.000 TON/YIL,21.382.500,0,40
36,05/05/2020 - 510693,PROSPERA ÝÞ MAKÝNALARI ÝTHALAT ÝHRACAT SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ANKARA,Yerli Sermaye,"ÝMALAT - MADEN, TAÞOCAÐI VE ÝNÞAAT MAKÝNELERÝ ÝMALATI",TEVSÝ,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý, Faiz Desteði",Muhtelif Ýþ makinesi Parça ve Yedekleri 610.000 KG/YIL,1.839.072,249.014,5
37,05/05/2020 - 510694,KALE DÝÞLÝ VE TARIM MAKÝNALARI SANAYÝ TÝCARET LÝMÝTED ÞÝRKETÝ,KONYA,Yerli Sermaye,"ÝMALAT - MÝL YATAÐI, DÝÞLÝ, DÝÞLÝ TAKIMI VE TAHRÝK TERTÝBATI ÝMALATI",TEVSÝ,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 3 Yýl, Vergi Ýndirimi %55, YKO %20, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý","Muhtelif Pompa {Diþli ve Deðiþken Debili} 4.250 ADET/YIL, Diþli, Redüktör ve Þanzýman 330.500 KG/YIL, Azdýrma ve Raspa Çakýsý 196.625 KG, Pivot Sulama Sistemleri 25 ADET",4.337.745,604.000,16
38,05/05/2020 - 510695,CÝHAN BÝMS ÝNÞAAT SANAYÝ TÝCARET LÝMÝTED ÞÝRKETÝ,BATMAN,Yerli Sermaye,ÝMALAT - ÇÝMENTO VE ALÇI ÝLE SERTLEÞTÝRÝLMÝÞ MADDELERÝN ÝMALATI,KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Yatýrým Yeri Tahsisi, Faiz Desteði","Çimento, beton veya suni taþtan karolar, döþeme taþlarý, tuðlalar ve benzeri ürünler 750.000 ADET/YIL",4.163.000,0,20
39,05/05/2020 - 510696,HÝBATECH TEKNOLOJÝ SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÝSTANBUL,Yerli Sermaye,ÝMALAT - BAÞKA YERDE SINIFLANDIRILMAMIÞ TEKSTÝL ÜRÜNLERÝ ÝMALATI,KOMPLE YENÝ YATIRIM,GENEL,"KDV Ýstisnasý, Gümrük Vergisi Muafiyeti",1729.1.01 - Maske Üretimi 108.000.000 ADET/YIL,1.431.994,180.000,17
40,05/05/2020 - 510697,RUKÝYE DÝDEM ÖNÜR ONURCAN TEKSTÝL,BATMAN,Yerli Sermaye,"ÝMALAT - KÜRK HARÝÇ, GÝYÝM EÞYASI ÝMALATI",KOMPLE YENÝ YATIRIM,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 10 Yýl, Gelir Vergisi Stopajý Desteði 10 Yýl, Sigorta Primi Desteði 10 Yýl, Vergi Ýndirimi %90, YKO %50, KDV Ýstisnasý, Faiz Desteði",MUHTELÝF KONFEKSÝYON ÜRÜNLERÝ ÝMALATI 1.500.000 ADET/YIL,3.900.000,0,200
41,05/05/2020 - 510698,DOÐUÞTEKS KONFEKSÝYON SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,ÇORUM,Yerli Sermaye,"ÝMALAT - KÜRK HARÝÇ, GÝYÝM EÞYASI ÝMALATI",TEVSÝ,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 6 Yýl, Vergi Ýndirimi %70, YKO %30, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý, Faiz Desteði","Bayan Elbisesi 528.600 ADET, Tek kullanýmlýk tulum 143.400 ADET, Boks Önlüðü 209.000 ADET, Hasta önlüðü 214.000 ADET, Sedye örtüsü 617.000 ADET, Ceset Torbasý 148.400 ADET, Týbbi Maske 15.886 KG, Bez torba 22.120 KG",1.197.550,92.899,35
42,05/05/2020 - 510699,SOMÇELÝK RAF SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KAYSERÝ,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"4010.0.01 - Elektrik enerjisi üretimi {Çatý GES} 1,50 MW",5.621.433,0,2
43,05/05/2020 - 510700,RÝMSA TEKSTÝL SANAYÝ VE TÝCARET LÝMÝTED ÞÝRKETÝ,KAHRAMANMARAÞ,Yerli Sermaye,"ENERJÝ - ELEKTRÝK ÜRETÝMÝ, ÝLETÝMÝ VE DAÐITIMI",KOMPLE YENÝ YATIRIM,GENEL,KDV Ýstisnasý,"4010.0.01 - Elektrik enerjisi üretimi {Çatý GES} 1,10 MW",4.390.128,0,3
44,05/05/2020 - 510701,NURPAK EV TEKSTÝLÝ SANAYÝ VE TÝCARET ANONÝM ÞÝRKETÝ,DENÝZLÝ,Yerli Sermaye,ÝMALAT - GÝYÝM EÞYASI DIÞINDAKÝ HAZIR TEKSTÝL ÜRÜNLERÝ ÝMALATI,TEVSÝ,BÖLGESEL,"Sigorta Primi Ýþveren Hissesi 3 Yýl, Vergi Ýndirimi %55, YKO %20, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý",1711.2.02 - Pamuklu dokumalar {özel kumaþlar hariç} 864 TON/YIL,2.668.175,283.474,2
45,05/05/2020 - 510702,ÖZDERSAN ÖZCAN DERÝ HAYVANCILIK SANAYÝ TÝCARET LÝMÝTED ÞÝRKETÝ,BOLU,Yerli Sermaye,ÝMALAT - DERÝNÝN TABAKLANMASI VE ÝÞLENMESÝ,"TEVSÝ, NAKÝL",BÖLGESEL - ALT BÖLGE,"Sigorta Primi Ýþveren Hissesi 5 Yýl, Vergi Ýndirimi %60, YKO %25, Gümrük Vergisi Muafiyeti, KDV Ýstisnasý",1911.0.02 - Büyükbaþ hayvan veya binek hayvanlarý derisi {kýlsýz} 3.616.000 KG/YIL,12.781.361,752.045,15
